disc,url
"Instant Nail Paint Remover with Vitamin E 28 ml
Key Ingredient
Vitamin E: Increases moisture to the nail bed and the skin around the nails to rejuvenate and restore dry cuticles",https://www.myntra.com/nail-essentials/blue-heaven/blue-heaven-instant-nail-paint-remover-with-vitamin-e-28-ml/18542994/buy
"Maxi Pen Eyeliner
Shade name: Black",https://www.myntra.com/kajal-and-eyeliner/incolor/incolor-maxi-pen-eyeliner---black-2-gm/10934000/buy
Exposed Long Last Matte Effect Lip Gloss - 12,https://www.myntra.com/lip-gloss/incolor/incolor-exposed-long-last-matte-effect-lip-gloss---12/14551272/buy
Kiss & Blush Lip & Cheek Tint with Avocado Oil - Rosy Dusk,https://www.myntra.com/lipstick/blue-heaven/blue-heaven-kiss--blush-lip--cheek-tint-with-avocado-oil-85-g---rosy-dusk/19765372/buy
Multi back to basics palette,https://www.myntra.com/eyeshadow/mars/mars-multi-back-to-basics-eyeshadow-palette/16228076/buy
16 Hour Stay Waterproof & Longwear Kajal - Blue 02,https://www.myntra.com/kajal-and-eyeliner/sugar-pop/sugar-pop-16-hour-stay-waterproof--longwear-kajal---blue-02/18892650/buy
Mesmereyes Eyeshadow Palette,https://www.myntra.com/eyeshadow/mars/mars-multicoloured-mesmereyes-eyeshadow-palette-shade-01/16228032/buy
Blue Heaven Powder Matte Lipstick -Mocha Madness B02,https://www.myntra.com/lipstick/blue-heaven/blue-heaven-powder-matte-lipstick--mocha-madness-b02/14428258/buy
Blue Heaven Powder Matte Lipstick -Sienna Sunset N03,https://www.myntra.com/lipstick/blue-heaven/blue-heaven-powder-matte-lipstick--sienna-sunset-n03/14428260/buy
"This combo contains:
Flawless Makeup Base Primer
Long Lasting Makeup Fixer",https://www.myntra.com/makeup-kit/blue-heaven/blue-heaven-flawless-makeup-base-primer-30-g--long-lasting-makeup-fixer-combo-60-ml/18577002/buy
MARS Fantasy Highlighter Blusher and Bronzer Face Palette,https://www.myntra.com/highlighter-and-blush/mars/mars-women-fantasy-highlighter-blusher--bronzer-face-palette/16668994/buy
Matte Me Intense Velvet Matte Lipstick 4g - Plum Desire 310,https://www.myntra.com/lipstick/blue-heaven/blue-heaven-matte-me-intense-velvet-matte-lipstick-4g---plum-desire-310/22212906/buy
"It's time to play, with a exposed by Incolor Long Last Matte Effect liquid lip color that lasts for hours, feels ultra comfortable and looks absolutely amazing. Lips feel smooth and smooth, ultra comforted. The innovative curved wand makes precision application easy, even in just one stroke. This is paint with a passion. It saturates lips with boldly seductive finishes. Each gleaming, brushed chrome, super-hot shade lasts all day and comes in a finish that suits it best.The glossy tinted formula naturally and dramatically hydrates, nourishes, and increases lip volume. Matte: a soft, airy matte finish with a smooth, weightless feel. The full-coverage color is bold, velvety, Sparkle: a high-shine, super-sparkle lip topper that feels lightweight and moisturizing. Shine: with a super lacquer shine, this liquid-latex finish is perfect as your go-to gleam, in concentrated, creamy colors.- Lips appear full and pouty- Nourishes and conditions- Lips appear fuller from first application and plumper overall, over time- Global beauty brand",https://www.myntra.com/lip-gloss/incolor/incolor-exposed-long-last-matte-effect-lip-gloss-09/14551262/buy
"Daily Life Forever52 Pro Artist Ultra Definition Liquid Foundation is packed with ultra-refined pigments that visually erases blemishes, conceals hyper pigmentation and blurs imperfections. A formula where skincare meets makeup will help you hydrate your skin while giving matte finish. Daily Life Forever52 Pro Artist Ultra Definition Liquid Foundation range is formulated for every skin type and every skin tone. It has a broad color spectrum, ranging from fair, beige, olive, rich shades and everything in between. A velvety smooth liquid foundation, that delivers full coverage and an airbrushed finish to your skin.",https://www.myntra.com/foundation/daily-life-forever52/daily-life-forever52-pro-artist-ultra-definition-liquid-foundation/15239372/buy
16 Color Camouflage HD Concealer Palette,https://www.myntra.com/concealer/daily-life-forever52/daily-life-forever52-16-color-camouflage-hd-concealer-palette----chp001/12917702/buy
Pro Artist Multitasker Lipstick Palette MPL001,https://www.myntra.com/lipstick/daily-life-forever52/daily-life-forever52-pro-artist-multitasker-lipstick-palette-mpl001/15906830/buy
Set Of 3 All Rounder Matte Lipsticks 9.6gm,https://www.myntra.com/lipstick/mars/mars-set-of-3-all-rounder-matte-lipstick/20636046/buy
"It's time to play, with a exposed by Incolor Long Last Matte Effect liquid lip color that lasts for hours, feels ultra comfortable and looks absolutely amazing. Lips feel smooth and smooth, ultra comforted. The innovative curved wand makes precision application easy, even in just one stroke. This is paint with a passion. It saturates lips with boldly seductive finishes. Each gleaming, brushed chrome, super-hot shade lasts all day and comes in a finish that suits it best.The glossy tinted formula naturally and dramatically hydrates, nourishes, and increases lip volume. Matte: a soft, airy matte finish with a smooth, weightless feel. The full-coverage color is bold, velvety, Sparkle: a high-shine, super-sparkle lip topper that feels lightweight and moisturizing. Shine: with a super lacquer shine, this liquid-latex finish is perfect as your go-to gleam, in concentrated, creamy colors.- Lips appear full and pouty- Nourishes and conditions- Lips appear fuller from first application and plumper overall, over time- Global beauty brand",https://www.myntra.com/lip-gloss/incolor/incolor-exposed-long-last-matte-effect-lip-gloss-04/14551274/buy
Set of 3 Matte Lipsticks Box - Reds and Maroons 01,https://www.myntra.com/lipstick/mars/mars-set-of-3-matte-lipsticks-box---reds-and-maroons-01/17723142/buy
"Daily Life Forever52 Pro Artist Ultra Definition Liquid Foundation is packed with ultra-refined pigments that visually erases blemishes, conceals hyper pigmentation and blurs imperfections. A formula where skincare meets makeup will help you hydrate your skin while giving matte finish. Daily Life Forever52 Pro Artist Ultra Definition Liquid Foundation range is formulated for every skin type and every skin tone. It has a broad color spectrum, ranging from fair, beige, olive, rich shades and everything in between. A velvety smooth liquid foundation, that delivers full coverage and an airbrushed finish to your skin.",https://www.myntra.com/foundation/daily-life-forever52/daily-life-forever52-womens-pro-artist-ultra-definition-liquid-foundation/15241362/buy
Set Of 2 24 Shades Eyeshadow Palette - Shade 02+03,https://www.myntra.com/eyeshadow/mars/mars-set-of-2-24-shades-eyeshadow-palette---shades-0203/20635916/buy
Daily Life Forever52 Water Liquid Foundation - FLF009 30ml,https://www.myntra.com/foundation/daily-life-forever52/daily-life-forever52-water-liquid-foundation---cream-pie-30ml/13358398/buy
Set of 2 Moisture Surge 100H Auto-Replenishing Hydrator,https://www.myntra.com/body-lotion/clinique/clinique-moisture-surge-100h-auto-replenishing-hydrator-lotion---30-ml-each/19079572/buy
Moisture Surge 100H Auto-Replenishing Hydrator,https://www.myntra.com/face-moisturisers/clinique/clinique-moisture-surge-100h-auto-replenishing-hydrator-moisturiser---30-ml/13378342/buy
"What it is: 
Unique de-aging Booster harnesses the full power of pure, fresh Vitamin C at our highest concentration to brighten, even and retexturize skin. Just like your morning fresh-pressed juice or vitamin helps you stay healthy on the inside, this super-potent Booster was designed as a daily supplement to visibly rejuvenate skin from the outside--and a simple, seamless way to reinvigorate your de-aging routine without changing a thing. 

What it does: 
This simple, two-step system contains pure Vitamin C, one of the most powerful de-aging vitamins. From the first application, experience brighter, more radiant skin. With continued use, see transformative de-aging results: skin that's noticeably firmer, more even-toned, smoother, with visibly diminished lines and wrinkles and a radiant, youthful glow.

Features:
Fresh means powerful. Pure Vitamin C naturally degrades when exposed to oxygen, so it's most powerful when fresh.
Stay-fresh packaging isolates the pure Vitamin C until activation, maintaining its freshness and full power for maximum results.

Disclaimer : Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.",https://www.myntra.com/face-moisturisers/clinique/clinique-fresh-pressed-7-day-system-with-pure-vitamin-c-5g-each--85ml/9588455/buy
Clinique Unisex Moisture Surge Intense 72H Lipid-Replenishing Hydrator,https://www.myntra.com/face-moisturisers/clinique/clinique-moisture-surge-intense-72h-lipid-hydrator-with-glycerin---moisturiser-30ml/12779390/buy
"Moisture Surge 100H Auto-Replenishing Hydrator (15ml)

What It Is:
An upgrade on our refreshing fan-favorite, this oil-free gel-cream moisturizer with exclusive aloe bio-ferment and hyaluronic acid penetrates deep into skin's surface--for hydration that goes over 10 layers deep* and lasts for 100 hours, even after washing your face.

What It Does:
Lightweight oil-free formula provides hydration that goes over 10 layers deep.* Delivers a 174% immediate moisture boost and keeps skin hydrated for 100 hours. Advanced hydrator with Auto-Replenishing Technology helps skin create its own internal water source to continually rehydrate itself, then locks in moisture for an endlessly plump, healthy-looking glow.

High-Performance Results
After one use
Boosts moisture by +174%.**
Provides 100 hours of hydration.
Provides a smooth canvas for makeup application.
Same lightweight, addictive, oil-free gel-cream texture.

After one week
99% of women said skin felt deeply hydrated.***
95% of women said skin looked plump.***
91% of women said skin looked glowing.***
98% of women said skin felt more resilient.***
95% of women said skin felt healthier.***

*Into skin's surface; in vitro testing after 30 minutes.
**Clinical testing on 19 women.***Consumer testing on 110 women.",https://www.myntra.com/face-moisturisers/clinique/clinique-moisture-surge-100h-auto-replenishing-hydrator-moisturiser---15-ml/13378346/buy
"Mini Take The Day Off Makeup Remover Balm 30 ml

Ingredients:
Ethylhexyl Palmitate , Carthamus Tinctorius (Safflower) Seed Oil , Caprylic/Capric Triglyceride , Sorbeth-30 Tetraoleate , Polyethylene , Peg-5 Glyceryl Triisostearate , Water\\\\Aqua\\\\Eau , Tocopherol , Phenoxyethanol

Skin Type: 
Suitable for all skin types.

Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.",https://www.myntra.com/makeup-remover/clinique/clinique-mini-take-the-day-off-balm-makeup-remover-30ml/9952555/buy
All About Clean Liquid Facial Soap,https://www.myntra.com/face-wash-and-cleanser/clinique/clinique-all-about-clean-liquid-facial-soap-mild-for-dry-combination-skin---facewash-200ml/9589003/buy
"Clinique Moisture Surge Eye 96-Hour Hydro-Filler Concentrate

Disclaimer : Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.",https://www.myntra.com/eye-cream/clinique/clinique-moisture-surge-eye-96-hour-hydro-filler-concentrate---eye-cream-15-ml/9299431/buy
Take The Day Off Charcoal Makeup Remover Balm 125ml,https://www.myntra.com/makeup-remover/clinique/clinique-take-the-day-off-charcoal-makeup-remover-balm-125-ml/20876940/buy
Anti-Blemish Solutions Cleansing Foam,https://www.myntra.com/face-wash-and-cleanser/clinique/clinique-anti-blemish-solutions-cleansing-foam-50ml/16546038/buy
"Moisture Surge 100H Auto-Replenishing Hydrator (75ml)

What It Is:
An upgrade on our refreshing fan-favorite, this oil-free gel-cream moisturizer with exclusive aloe bio-ferment and hyaluronic acid penetrates deep into skin's surface--for hydration that goes over 10 layers deep* and lasts for 100 hours, even after washing your face.

What It Does:
Lightweight oil-free formula provides hydration that goes over 10 layers deep.* Delivers a 174% immediate moisture boost and keeps skin hydrated for 100 hours. Advanced hydrator with Auto-Replenishing Technology helps skin create its own internal water source to continually rehydrate itself, then locks in moisture for an endlessly plump, healthy-looking glow.

High-Performance Results
After one use
Boosts moisture by +174%.**
Provides 100 hours of hydration.
Provides a smooth canvas for makeup application.
Same lightweight, addictive, oil-free gel-cream texture.

After one week
99% of women said skin felt deeply hydrated.***
95% of women said skin looked plump.***
91% of women said skin looked glowing.***
98% of women said skin felt more resilient.***
95% of women said skin felt healthier.***

*Into skin's surface; in vitro testing after 30 minutes.
**Clinical testing on 19 women.***Consumer testing on 110 women.",https://www.myntra.com/face-moisturisers/clinique/clinique-moisture-surge-100h-auto-replenishing-hydrator-moisturiser---75-ml/13378340/buy
Clinique Moisture Surge Intense 72H Lipid-Replenishing Hydrator,https://www.myntra.com/face-moisturisers/clinique/clinique-moisture-surge-intense-72h-lipid-hydrator-with-glycerin---moisturiser-50ml/12779388/buy
"Mini Dramatically Different Moisturizing Lotion
Skin Type: Suitable for very dry to dry skin

Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.",https://www.myntra.com/face-moisturisers/clinique/clinique-mini-dramatically-different-moisturizing-lotion-15ml/9566331/buy
"Clinique Chubby Stick Moisturizing Lip Colour Balm Chunky Cherry A78
Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.

Disclaimer : Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.",https://www.myntra.com/lip-gloss/clinique/clinique-chubby-stick-moisturizing-lip-colour-balm---chunky-cherry-a78-3g/9588883/buy
Dermatologist Tested Moisture Surge Lip Hydro-Plump Treatment - 10 ml,https://www.myntra.com/lip-care/clinique/clinique-dermatologist-tested-moisture-surge-lip-hydro-plump-treatment---10-ml/19258222/buy
"WHICH SKIN TYPE IS IT GOOD FOR?
All skin types

WHAT IT IS:
Detoxifying gel wash delivers a deep-pore clean.

WHAT IT DOES:
- Natural charcoal draws out the dirt and excess oil that can clog pores.
- Soothing, non-drying lather gently foams away impurities.
- Leaves skin feeling fresh, comfortable.

Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.",https://www.myntra.com/face-wash-and-cleanser/clinique/clinique-for-men-charcoal-face-wash/1806717/buy
Moisture Surge Intense 72H Lipid-Replenishing Hydrator Mini Face Moisturizer 15ml,https://www.myntra.com/face-moisturisers/clinique/clinique-moisture-surge-intense-72h-lipid-replenishing-hydrator-mini-face-moisturizer-15ml/19208666/buy
All About Clean Liquid Facial Soap Oily,https://www.myntra.com/face-wash-and-cleanser/clinique/clinique-all-about-clean-liquid-facial-soap-for-oily-30ml/16545840/buy
"High Impact Custom Black Kajal
Shade Name: Blackened Black

Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.",https://www.myntra.com/kajal-and-eyeliner/clinique/clinique-high-impact-custom-black-kajal---blackened-black-028g/9589451/buy
High Impact Easy Liquid Liner - Black,https://www.myntra.com/kajal-and-eyeliner/clinique/clinique-high-impact-easy-liquid-liner---black/16222200/buy
"Anti-Blemish Clinical Clearing Gel

Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.",https://www.myntra.com/face-serum-and-gel/clinique/clinique-anti-blemish-clinical-clearing-gel-15-ml/1980079/buy
Clinique Even Better All-Over Concealer & Eraser - Oat,https://www.myntra.com/concealer/clinique/clinique-even-better-all-over-concealer--eraser-6-ml---oat-/12779714/buy
"Aloe Shave Gel

Disclaimer:
Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges. Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.myntra.com/shaving-essentials/clinique/clinique-men-aloe-shave-gel-125-ml/9589313/buy
"Anti-Blemish Solutions Clarifying Lotion

Ingredients:
Water\\Aqua\\Eau, Alcohol Denat., Nylon-12, Salicylic Acid, Butylene Glycol, Hamamelis Virginiana (Witch Hazel), Laminaria Saccharina Extract, Caffeine, Sucrose, Glycerin, Acetyl Glucosamine, Sorbitol, Sea Whip Extract, Barium Sulfate, 10-Hydroxydecanoic Acid, Silica, Disodium Edta, Benzalkonium Chloride

Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.",https://www.myntra.com/toner/clinique/clinique-men-anti-blemish-solutions-clarifying-lotion-with-salicylic-acid-200-ml/9589259/buy
Even Better All-Over Concealer + Eraser 6 ml - Alabaster CN 10,https://www.myntra.com/concealer/clinique/clinique-even-better-all-over-concealer--eraser-with-vitamin-c-6-ml---alabaster-cn-10/19209178/buy
Even Better Makeup Broad Spectrum SPF 15 Foundation 10 ml - Neutral,https://www.myntra.com/foundation/clinique/clinique-even-better-makeup-broad-spectrum-spf-15-foundation-10-ml---neutral/18892104/buy
Even Better Makeup Broad Spectrum SPF 15 Foundation 10 ml - Oat,https://www.myntra.com/foundation/clinique/clinique-even-better-makeup-broad-spectrum-spf-15-foundation-10-ml---oat/18892100/buy
"Moisturizing Lotion

Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.",https://www.myntra.com/face-moisturisers/clinique/clinique-men-moisturizing-lotion-100ml/9589749/buy
"WHAT IT IS:
Daily treatment gel starts clearing blemishes upon application

WHAT IT DOES:
-Helps prevent new ones from making an unwelcome appearance
-Make visibly clearer skin a way of life.
- Results as good as a leading topical prescription in clearing blemishes.

Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.",https://www.myntra.com/face-serum-and-gel/clinique/clinique-anti-blemish-clinical-clearing-gel/1806564/buy
"WHAT IT IS:
A lightweight water-gel formula that intensely hydrates to boost skin's moisture reserves for 24 hours

WHAT IT DOES:
- Innovative Liquid-Sphere Technology combines water-binding ingredients with encapsulated antioxidants to break the cycle of dryness and environmental stress that can age skin's appearance.
- Absorbs instantly, leaving skin soothed, comfortable and fresh.

KEY INGREDIENTS:
Makeup that actively improves your skin without irritation. 
No parabens. No phthalates. No fragrance. Just happy skin.   

Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges",https://www.myntra.com/face-moisturisers/clinique/clinique-for-men-maximum-hydrator-activated-water-gel-concentrate-48ml/1846065/buy
"Anti-Blemish Clinical Clearing Gel

Disclaimer : Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.",https://www.myntra.com/face-serum-and-gel/clinique/clinique-anti-blemish-clinical-clearing-gel-30-ml/9590479/buy
"Clinique Even Better Makeup Broad Spectrum SPF 15
Dermatologist-developed foundation instantly perfects, actively improves discolorations, dark spots and uneven skin tone with every wear. Creamy formula gives skin a natural finish.
Shade Name: Cashew

Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.
Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.",https://www.myntra.com/foundation/clinique/clinique-even-better-makeup-broad-spectrum-with-spf-15---wn-cashew-30ml/9588505/buy
"WHAT IT IS:
Step 3 in Clinique's Acne Solutions Clear Skin System.

WHAT IT DOES:
-Lightweight, medicated formula helps treat existing acne and prevent future breakouts.
-Creates a barrier against acne-causing agents.
-Helps control excess oil.
-Calms, soothes, visibly reduces redness.
-Lightly hydrates to minimize dryness and peeling
-When used as part of the Clear Skin System, reduces active blemishes by 37% in 3 days.

Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.",https://www.myntra.com/face-moisturisers/clinique/clinique-anti-blemish-solutions-all-over-clearing-treatment-50ml/9590233/buy
Clarifying Lotion Twice a Day Exfoliator 3,https://www.myntra.com/face-scrub-and-exfoliator/clinique/clinique-clarifying-lotion-twice-a-day-exfoliator-3---60ml/16546104/buy
Clinique For Men Oily Skin Formula Fragrance-Free Face Wash,https://www.myntra.com/face-wash-and-cleanser/clinique/clinique-for-men-oily-skin-formula-fragrance-free-face-wash---200-ml/20172788/buy
"Clinique Chubby Stick Intense Moisturizing Lip Colour Broadest Berry 

SHADE NAME:
Broadest Berry

Disclaimer: Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.",https://www.myntra.com/lipstick/clinique/clinique-chubby-stick-intense-moisturizing-lip-colour-balm---broadest-berry/9588847/buy
Clarifying Lotion Twice a Day Exfoliator 2,https://www.myntra.com/face-scrub-and-exfoliator/clinique/-clinique-clarifying-lotion-twice-a-day-exfoliator-2-60ml/16546112/buy
Skin School Mini Anti-Blemish Solutions Skin Care Kit - 128 ml,https://www.myntra.com/skin-care-gift-set/clinique/clinique-skin-school-mini-anti-blemish-solutions-skin-care-kit---128-ml/18892096/buy
Even Better Makeup Broad Spectrum SPF 15 Foundation 10 ml - Ivory,https://www.myntra.com/foundation/clinique/clinique-even-better-makeup-broad-spectrum-spf-15-foundation-10-ml---ivory/18892106/buy
"This set contains:
All About Clean Liquid Facial Soap - Mild 
Clarifying Lotion 2 Twice A Day Exfoliator  
Dramatically Different Moisturizing Lotion  ",https://www.myntra.com/skin-care-gift-set/clinique/clinique-3-step-cleanser-refresher-course-mini-kit-for-dry-combination-skin/20171950/buy
"Even Better All-Over Concealer + Eraser with Vitamin C - Vanilla CN70

Disclaimer: 
Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.",https://www.myntra.com/concealer/clinique/clinique-even-better-all-over-concealer--eraser-with-vitamin-c-6ml---vanilla-cn70/19209194/buy
"Clarifying Lotion 2 for Dry Combination Skin -Toner

Disclaimer: 
Please note that you can purchase a maximum of 6 units from a particular range per transaction. 12 units are allowed if the products are from different ranges.Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients.",https://www.myntra.com/toner/clinique/clinique-clarifying-lotion-2-for-dry-combination-skin---toner-200-ml/9589841/buy
